time_sec,obs_x_m,obs_y_m,obs_z_m,fit_x_m,fit_y_m,fit_z_m,residual_m,fit_reprojection_error_px,ray_gap_m,reprojection_error_px,is_inlier
0.0,0.10618922680840984,10.338648376040622,0.25778923352773553,0.06484997654862419,10.538302511941092,0.1399042034781805,0.23551557889869856,25.903975122348562,0.08521230125656754,13.114315441084136,False
0.016666671532846716,0.12361628697685492,10.18362672257142,0.29987964345741003,0.1030989082180753,10.265990375336363,0.21874801690142942,0.11741837571493861,24.77286312960874,0.055573319672204496,8.349285262718075,False
0.03333334306569343,0.14632471074174608,9.991126332652316,0.34933058784735976,0.14134783988752642,9.993678238731636,0.2948668287334373,0.054750182876010814,19.32407040646807,0.06317084494390579,9.270314415071455,False
0.05000001459854014,0.17461449320424363,9.758269112001019,0.40744126589003943,0.1795967715569775,9.721366102126908,0.368260638974204,0.05405346206183966,15.491974630488684,0.07236263297741699,10.381977768531431,True
0.06666668613138686,0.20950036561494106,9.469185892374682,0.47710457721561805,0.21784570322642866,9.449053965522179,0.4389294476237296,0.04395770305648068,14.17803402464071,0.07537337016667045,10.588457130639792,True
0.08333335766423358,0.24513784230666288,9.181507098843868,0.5420257694646436,0.25609463489587975,9.17674182891745,0.5068732546820142,0.03712759616320084,12.677566198009004,0.07525698573110212,10.354878758018005,True
0.10000002919708029,0.28120169858481225,8.896825210936017,0.601697408586697,0.29434356656533084,8.904429692312723,0.5720920601490574,0.03327181220102229,11.281452827244792,0.08343077098656777,11.244062361265872,True
0.116666700729927,0.3172491585159563,8.614847592332753,0.6593710224089707,0.33259249823478193,8.632117555707994,0.6345858640248598,0.03388176183191982,11.294660621927274,0.0829034296336543,10.949194140717093,True
0.13333337226277373,0.3537926946248458,8.335378210941437,0.7025542836982765,0.3708414299042331,8.359805419103267,0.6943546663094209,0.030896303962312903,11.09274330782371,0.08041924173545136,10.415163247609222,True
0.15000004379562043,0.39045423454405315,8.057835002378248,0.7439574917790477,0.40909036157368417,8.087493282498539,0.7513984670027412,0.035809034092499734,5.225709552079195,0.007942672189191518,1.0090678922599365,True
0.16666671532846716,0.4294438874819602,7.765554945242409,0.7888471365704618,0.4473392932431353,7.81518114589381,0.8057172661048202,0.05538597845083416,13.656571015348904,0.10255075155147637,12.798901070549576,True
0.18333338686131387,0.4733998186220997,7.442218230678452,0.8334192382503802,0.4855882249125864,7.542869009289082,0.8573110636156579,0.1041631211231354,42.51690971121816,0.3082811396289849,37.63448487576734,False
0.20000005839416057,0.5267979122450671,7.0696343479577894,0.9062963965888369,0.5238371565820376,7.270556872684354,0.9061798595352545,0.20094437189799075,14.67111905485158,0.11255835154117026,13.554983699427524,True
0.233333401459854,0.5893146182701486,6.6496776685363095,0.9822563221620342,0.6003350199209397,6.725932599474897,0.9957424466007249,0.07821853551025681,14.752342437303973,0.12107595781599088,14.112141044359706,True
0.26666674452554745,0.6564990805375899,6.215790456331567,1.0545758802198941,0.676832883259842,6.181308326265441,1.0744050273012307,0.0446729884943688,15.027882449840604,0.1284115291514134,14.5002687145315,True
0.30000008759124086,0.7247041999486394,5.800893724001472,1.121047682289448,0.7533307465987442,5.636684053055984,1.142167601636772,0.1680188864335601,14.156876956908125,0.12940642704621969,14.170244605175277,True
0.3166667591240876,0.7859168249950699,5.439833862996913,1.1644979511413114,0.7915796782681953,5.364371916451256,1.171961386417681,0.07604127924868875,14.733237894230761,0.13652400012782903,14.737811444153259,True
0.3333334306569343,0.8411780295525196,5.13045387570101,1.1968912657770696,0.8298286099376465,5.092059779846528,1.1990301696073489,0.040093526056868556,14.779184716736523,0.13498844973751076,14.370134220442004,True
0.350000102189781,0.8922910975625172,4.855655748708376,1.2220069173531758,0.8680775416070975,4.8197476432418,1.2233739512057755,0.043330787112157786,16.687596670188633,0.148647479017356,15.59449241179289,True
0.36666677372262774,0.9399095829612045,4.598647207403591,1.2390468608026834,0.9063264732765487,4.547435506637072,1.2449927312129612,0.061528992567950566,17.32155397325173,0.15207365668097497,15.734428329023254,True
0.38333344525547447,0.9885498924570861,4.342811944554846,1.2531183477592092,0.9445754049459998,4.275123370032343,1.2638865096289056,0.08143372755070898,21.418055061465527,0.17970937330777598,18.327001837533242,False
0.40000011678832115,1.0401637024821921,4.07362740464849,1.2654496910493005,0.9828243366154509,4.002811233427615,1.2800552864536088,0.09228248155256007,19.471871813078728,0.15463224571873746,15.566054534003452,False
0.4166667883211679,1.0957863487034314,3.790318486159439,1.2750977093775846,1.021073268284902,3.7304990968228875,1.2934990616870712,0.09746288264278573,31.999847091050885,0.2686735981500592,26.632774020227785,False
