time_sec,x_m,y_m,z_m,ray_gap_m,reprojection_error_px
0.0,0.08655465916797223,10.369409421156297,0.2565292871471001,0.11889707462613468,18.425929112924575
0.016666671532846716,0.12064541516108618,10.200656564454684,0.29819569491326825,0.06172864240697236,9.258555238073297
0.03333334306569343,0.1511744270880221,10.001634461272625,0.3478375567494966,0.0667179708559475,9.784449508640959
0.05000001459854014,0.18492795934595604,9.764114697447813,0.4060704434469947,0.07536821041216063,10.80804080584196
0.06666668613138686,0.224350049087774,9.470805475043205,0.4758529422865625,0.07885359091031877,11.071923475297403
0.08333335766423358,0.2582669667040055,9.183964125081916,0.541045179818587,0.07890426470394243,10.850712751569612
0.10000002919708029,0.2935712405807892,8.899483319849908,0.6007570351746784,0.08690065335226098,11.706937180214311
0.116666700729927,0.3288762245774311,8.61766848553327,0.6584761377634788,0.08634760643489314,11.399894581128382
0.13333337226277373,0.36474730387340815,8.338423784695975,0.7016826925454013,0.0838216200930459,10.852287437431109
0.15000004379562043,0.4007535779158665,8.061124947059398,0.7431047036037184,0.011254098290250036,1.4293572286612408
0.16666671532846716,0.4389833024369592,7.76904652524841,0.788007501275545,0.10589575132125793,13.213184677079573
0.18333338686131387,0.4821156838468201,7.445964646118892,0.8325875440239011,0.305334725424636,37.26690343916638
0.20000005839416057,0.5345740160118974,7.073710556120373,0.9054894345268283,0.11575449900786956,13.937644974926343
0.233333401459854,0.5960450520334214,6.654160457344844,0.9814702515204259,0.12412351279159518,14.466180471171828
0.26666674452554745,0.6621601684200523,6.220727382121267,1.053804622923646,0.13129332730648413,14.825666574227771
0.30000008759124086,0.729352243472698,5.806295056032123,1.1202894836000987,0.13207848402905553,14.464003872335873
0.3166667591240876,0.7896934614401081,5.445668414863776,1.163739703705318,0.13909521783267395,15.017150694065293
0.3333334306569343,0.8442166374418284,5.136687049755428,1.1961321353950063,0.13745689338570752,14.635187272755232
0.350000102189781,0.8946795780010481,4.862266882945661,1.2212462533919781,0.15099125694695587,15.84346289316598
0.36666677372262774,0.9416981278425389,4.605630063332006,1.2382853145269768,0.15431156361679843,15.969667701406753
0.38333344525547447,0.9897432819866386,4.3501804998547815,1.2523557252668154,0.18179966894084656,18.545155166477578
0.40000011678832115,1.040730175718925,4.081424776546348,1.2646843391685414,0.15662998690355578,15.771963168179768
0.4166667883211679,1.0956944083760958,3.798587457878558,1.2743299599691686,0.2704582206887919,26.81870926512108
0.4333334598540146,1.1556522974919072,3.5025583653251022,1.2860065447954028,0.14632509460294046,14.345860809581833
0.466666802919708,1.223100103015046,3.176508589021313,1.295714616992043,0.14510142955854197,13.851887840001355
0.48333347445255476,1.2963701917593142,2.8362639015908666,1.3025807935347256,0.16121553455736679,15.192204596627217
0.5000001459854014,1.378310866686442,2.468371190471374,1.3044696095894324,0.06086950557436585,5.659007486177427
0.5333334890510949,1.4724648877226938,2.0579155994478735,1.3013560271983584,0.16218968949521032,14.719093428089284
0.5666668321167884,1.5758632731408788,1.6223388467020308,1.2889277117850144,0.1625331731165465,14.393755208847868
0.6000001751824817,1.6880558297547932,1.162646027965454,1.2661982058315384,0.16081023176824444,13.910575890068127
0.6333335182481752,1.8023222832252879,0.7080283119046735,1.2356630393864114,0.16498752883819634,13.954497458836148
0.6666668613138687,1.9113579172840562,0.2877619650901199,1.1965304884085801,0.17673452146176877,14.629942105898916
0.700000204379562,2.0116858124089987,-0.08566619726030456,1.1557363909385636,0.173647710759778,14.084916242589463
0.7166668759124087,2.0979486472910245,-0.3995913324628847,1.1162306188263476,0.16717067767857036,13.424434276820833
0.7333335474452555,2.172860051277993,-0.6686084950603522,1.0773086269238124,0.17349908601103275,13.800118058068307
0.7500002189781022,2.2393715981034643,-0.9058394773843071,1.0391688946349544,0.1639064589651735,12.914163670372586
0.7666668905109489,2.299771475576569,-1.1237723535723814,0.9997847389289376,0.1719609220378547,13.42608369184676
0.7833335620437957,2.358111086271555,-1.333660383904514,0.9580914943842127,0.17061543261943296,13.204651301968283
0.8000002335766423,2.4115941925116475,-1.5272889399380607,0.9165951419571959,0.17202433839478956,13.218558670176025
0.816666905109489,2.4578209014512735,-1.7003445816573572,0.8771105041467164,0.17755657248190163,13.5377142465906
0.8333335766423358,2.49504595347326,-1.8464282733135522,0.8417354015507323,0.17618938883046847,13.348879757531655
0.8500002481751825,2.5217641003396634,-1.9622557490946084,0.812553471053142,0.18467839510020925,13.948680726831148
0.8666669197080292,2.540695284611652,-2.0547580813525386,0.7878887572791012,0.1932176028693345,14.548597529817552
0.883333591240876,2.5539633912820974,-2.1295495946530227,0.7659304532049125,0.17402088054106257,13.065255665287843
0.9000002627737227,2.5642609312342373,-2.192111251826416,0.7454013196505118,0.19003487973852956,14.23368615558567
0.9166669343065693,2.57319067846546,-2.2486969153695613,0.7238184192330229,0.18601849901472395,13.905089181680365
0.933333605839416,2.581271339591385,-2.30107993585402,0.7005135661687159,0.17556395185281032,13.088446957934007
0.9500002773722628,2.5887411131400064,-2.348585300052212,0.676073308794229,0.1771651911450729,13.19065632904537
0.9666669489051095,2.5949224800995183,-2.394959493859089,0.6495945161062365,0.1726420939944072,12.822206015272094
0.9833336204379562,2.600219486739368,-2.438882580889364,0.6210602179535814,0.186749840610181,13.840693026715726
1.0000002919708029,2.6038922397490665,-2.4795831999346896,0.5912263870366439,0.17292932962231064,12.794550321125588
1.0166669635036496,2.6066053061883965,-2.5182391548563547,0.5583815911845216,0.17216895088633766,12.70776076011342
1.0333336350364963,2.608683458935942,-2.5539288662359176,0.5235334354139405,0.17500776858611658,12.894811079363844
1.050000306569343,2.6101231875510837,-2.589264518577851,0.4752963097262034,0.176824561878119,13.006258792696187
1.0666669781021898,2.6117134244011893,-2.625090063715687,0.4251989159252165,0.17481556243963847,12.835996949561972
1.0833336496350365,2.6134343089481877,-2.66347663512634,0.3705112476419608,0.17010087554105716,12.458816013235328
1.1000003211678833,2.6145171172403434,-2.7041029155435563,0.30867033181705206,0.2226001148675045,16.239869551985706
1.11666699270073,2.6147148514281016,-2.743129359936738,0.2670157868834161,0.16035684948518591,11.69880921206967
1.1500003357664235,2.6130598672883774,-2.7771563224443976,0.22621164853605272,0.1766240944699721,12.837878907157975
1.1833336788321167,2.608731903321274,-2.7992412428647797,0.19822187117936865,0.10671768833368424,7.731374928721372
1.3166670510948906,2.6034995332784767,-2.8056766139240987,0.1910440978466642,0.1584076928830366,11.477890175581638
1.3333337226277373,2.597699698087684,-2.7983983630916396,0.18901577465154662,0.15343995452963116,11.13189583062437
1.350000394160584,2.5923228988391074,-2.78202198839259,0.1990255413831048,0.1644524114412706,11.94757653672266
1.3666670656934308,2.587764177858642,-2.76271443431878,0.21198584042674357,0.15984834186629782,11.620954759719666
1.3833337372262775,2.5834628536151447,-2.7448492448264123,0.22189421396768208,0.1502227008151804,10.928478049600468
1.400000408759124,2.580160810026926,-2.727667384823411,0.22851018700821446,0.14661495204009944,10.670768737520723
1.4166670802919707,2.5775618389202255,-2.709862400591499,0.23236695526551757,0.14630838871990107,10.654522390700112
1.4333337518248175,2.5758943539435393,-2.6912194183374885,0.23345932879084363,0.1457066878531651,10.614236861908974
1.4500004233576642,2.574779108937567,-2.670906278845144,0.2311411023743557,0.1554820816281643,11.345859243456186
1.466667094890511,2.573173540664298,-2.6519738432590803,0.2253758718449144,0.16179225867919245,11.811113535153272
