played_at,csv_id,csv_name,result,keeper_touched,event_time_seconds
"2026-07-18 17:31:30","a52204218a174986aba07ba010c9f5ef","penalty_bottom_right_trajectory.csv","进球",true,0.480
"2026-07-18 17:31:33","a52204218a174986aba07ba010c9f5ef","penalty_bottom_right_trajectory.csv","被扑出",true,0.500
"2026-07-18 17:31:35","a52204218a174986aba07ba010c9f5ef","penalty_bottom_right_trajectory.csv","进球",true,0.480
"2026-07-18 17:31:38","a52204218a174986aba07ba010c9f5ef","penalty_bottom_right_trajectory.csv","进球",true,0.460
"2026-07-18 17:31:43","a52204218a174986aba07ba010c9f5ef","penalty_bottom_right_trajectory.csv","射偏",false,0.580
"2026-07-18 17:31:45","a52204218a174986aba07ba010c9f5ef","penalty_bottom_right_trajectory.csv","进球",true,0.480
"2026-07-18 17:31:51","a52204218a174986aba07ba010c9f5ef","penalty_bottom_right_trajectory.csv","射偏",false,0.580
"2026-07-18 18:10:19","a52204218a174986aba07ba010c9f5ef","penalty_bottom_right_trajectory.csv","射偏",false,0.580
"2026-07-18 18:11:47","b5a70ff6fab64d6288031b5d537ac259","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 18:11:51","b5a70ff6fab64d6288031b5d537ac259","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 18:11:55","b5a70ff6fab64d6288031b5d537ac259","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 18:24:01","fc34a770101e4343a73af42b6f68f7c7","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 18:24:04","fc34a770101e4343a73af42b6f68f7c7","penalty_bottom_left_trajectory.csv","进球",true,0.420
"2026-07-18 18:24:13","fc34a770101e4343a73af42b6f68f7c7","penalty_bottom_left_trajectory.csv","进球",true,0.420
"2026-07-18 18:24:17","fc34a770101e4343a73af42b6f68f7c7","penalty_bottom_left_trajectory.csv","进球",true,0.420
"2026-07-18 18:24:19","fc34a770101e4343a73af42b6f68f7c7","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 18:24:24","fc34a770101e4343a73af42b6f68f7c7","penalty_bottom_left_trajectory.csv","进球",true,0.420
"2026-07-18 18:24:27","fc34a770101e4343a73af42b6f68f7c7","penalty_bottom_left_trajectory.csv","进球",true,0.420
"2026-07-18 18:24:33","fc34a770101e4343a73af42b6f68f7c7","penalty_bottom_left_trajectory.csv","进球",true,0.400
"2026-07-18 18:24:41","fc34a770101e4343a73af42b6f68f7c7","penalty_bottom_left_trajectory.csv","被扑出",true,0.420
"2026-07-18 18:24:47","fc34a770101e4343a73af42b6f68f7c7","penalty_bottom_left_trajectory.csv","进球",true,0.420
"2026-07-18 18:24:51","fc34a770101e4343a73af42b6f68f7c7","penalty_bottom_left_trajectory.csv","进球",true,0.420
"2026-07-18 18:24:54","fc34a770101e4343a73af42b6f68f7c7","penalty_bottom_left_trajectory.csv","进球",true,0.420
"2026-07-18 18:24:58","fc34a770101e4343a73af42b6f68f7c7","penalty_bottom_left_trajectory.csv","进球",true,0.420
"2026-07-18 18:25:03","fc34a770101e4343a73af42b6f68f7c7","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 18:25:07","fc34a770101e4343a73af42b6f68f7c7","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 18:25:15","fc34a770101e4343a73af42b6f68f7c7","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 19:03:37","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 19:03:41","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 19:03:44","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 19:03:48","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
