time_sec,x_m,y_m,z_m,ray_gap_m,reprojection_error_px,kept_after_filter
0.15000004379562032,0.5096972929259089,8.170247464079793,0.7582566554495532,0.012824747404694073,1.6207245115590148,True
0.16666671532846702,0.5415062277619676,7.8966101558010005,0.7768339143527827,0.07329234848736609,9.089981917654992,True
0.18333338686131373,0.5730195390551152,7.6165777793832365,0.8740409642143296,0.048102421150560466,5.864672218825184,True
0.20000005839416043,0.5990030377041196,7.351588947483913,0.6919698441633395,0.3832171712336226,45.719346267534334,True
0.21666672992700714,0.6448589721980369,7.068893692133623,0.9498789450827103,0.05953323341979042,7.012589076650893,True
0.23333340145985385,0.6309416522846178,6.868802640897661,0.3628616856364371,1.2020138362800015,138.11235838086247,False
0.25000007299270055,0.7183690813594095,6.533500417193769,1.0359093911859811,0.07744727111743789,8.837778593779785,False
0.2666667445255473,0.36883398472451656,6.9411945606198024,-0.8825005590621845,4.098795707647285,470.68360420419356,False
0.28333341605839396,0.6273027205552206,6.328715130494857,-0.2916617860035918,2.8003812017942282,309.35862538270726,False
0.30000008759124064,0.7990172921999337,5.825784360109232,0.41191647872461556,1.3823462623409715,149.22022954222922,True
0.31666675912408737,0.8850033023095518,5.456071387293953,1.168767534860502,0.11128535119924228,11.94821009910068,False
0.3500001021897808,0.9729900505548632,4.929781717233732,1.2150202773455696,0.11758864178685798,12.266137880462162,True
0.36666677372262746,1.0121328291769522,4.681247575652655,1.2406178128381717,0.12573894507182995,12.942757363350077,True
0.3833334452554742,1.0601270039874549,4.415321895939556,1.2517088655776103,0.16422502222278354,16.661766489962144,True
0.40000011678832087,1.1065541017389449,4.1697255678485945,1.2835577364206991,0.14037145680988153,14.06184984011443,True
0.4166667883211676,1.153100382062362,3.917033449583797,1.2434810373886453,0.2655773778170771,26.22106839294723,True
0.43333345985401434,1.1432402704733082,3.804806807690464,0.4098815397608703,1.6723081999406026,161.6237071633242,False
0.450000131386861,1.2581734742940451,3.4347783257602433,1.1615083393518717,0.4689853353404453,45.069645346791674,False
0.4833334744525544,1.3522394645001432,2.908390979605101,1.336962207808638,0.1673747165828819,15.696945930006613,True
0.5000001459854011,1.4080388695656278,2.6649834519879745,1.3352048613337497,0.16660259460972568,15.429722835698122,True
0.5166668175182478,1.4342186305726585,2.3830284988824184,1.3615247228431437,0.22814157576444938,20.83328895677257,True
0.5333334890510946,1.4933168747050334,2.2227759615571037,0.6953797425812113,0.915836667276199,82.03669061476486,False
0.5500001605839413,1.5680365386079993,1.93634909895726,1.3233900308007018,0.17247694600708857,15.39510213198613,False
0.566666832116788,1.4636848130166769,2.1869010187239466,-0.5286745242406876,3.0669166002291157,270.8883917987706,False
0.5833335036496347,1.636328864204914,1.5929898345332019,0.42125554714886393,1.6017970536622033,138.6358827932508,True
0.6000001751824813,1.7604946991280586,1.2329796783536384,0.9779627473427431,0.7945449959130126,68.24429086511535,False
0.6500001897810215,1.9103423608446541,0.5181681073558542,1.240636342888949,0.19588299235242965,16.332439387301278,True
0.6666668613138682,2.0503173132641357,1.3442235637863043,-0.6313817579537891,4.093827542456774,351.70290587152266,False
0.6833335328467149,2.0311248156893775,0.07090319384343147,1.1927805980145822,0.197345410122966,16.12609167207994,True
0.7333335474452549,2.3041136096819037,0.5267290226867782,-0.774183834288868,4.2007630200033645,350.421319487091,False
0.7500002189781017,2.3420784989535943,-0.5541861733852738,0.049580785698871366,2.2696385024815378,178.72875544389927,True
0.7666668905109484,2.33433927982103,-1.0436364927417454,1.0264227516003228,0.20148839977169503,15.71504793298151,False
0.7833335620437951,2.393085913066309,-1.2665045898122393,0.9771808662922605,0.22599421956957236,17.470735942147655,True
0.8000002335766419,2.446943311093349,-1.46984302459156,0.930893196580425,0.22955439032967287,17.607804122047334,True
0.8166669051094886,2.503577441517546,-1.6504743844597431,0.8863640438739688,0.22883620090195164,17.437353086381087,True
0.8333335766423353,2.539949568729575,-1.8273316804950053,0.8431655704292692,0.23237902635143579,17.589008624934372,True
0.850000248175182,2.548409839406743,-1.9276380175171788,0.8090863204959351,0.21389116591305554,16.122525707289295,True
0.8666669197080286,2.5729435301766106,-1.9310855718161246,0.45242768589082444,0.4576784272324256,34.36878359450899,True
0.8833335912408753,2.5767353498245558,-2.0776323484215453,0.7710418859723305,0.22157632985696446,16.60822088715568,True
0.900000262773722,2.5034579165566635,-1.928571372233673,-0.2967942804628659,1.9123821400264358,142.66789049505968,False
0.9166669343065688,2.4956858446117147,-2.0038794550705834,0.7341334184878949,0.22502741812063862,16.8665559656255,False
1.016666963503649,1.9753594710561702,-1.3404033109010633,-0.78520498207175,1.9006222804323056,142.60656231225857,True
1.0333336350364957,2.5515269419696645,-2.419633920429934,-0.3289866257959867,1.5098932784869794,110.4576036177317,False
1.0500003065693424,2.593991172134418,-2.572532300542152,0.06304813267019094,0.6384411174034507,46.58213731959303,True
1.0666669781021891,2.616306029278609,-2.614920206545534,0.4628241726794633,0.22921244133305826,16.76409264759389,True
1.0833336496350359,2.632045968905103,-2.603587396780794,0.42700553266087693,0.22003309747855718,16.09473691289096,True
1.1000003211678826,2.629122761646089,-2.6481717317745463,0.3890866565092638,0.2154462195567019,15.722054969806585,True
1.1166669927007293,2.430817476526188,-2.348121549066157,0.16173908656974056,0.14776127183718646,10.819512961888872,True
1.1333336642335758,2.630355323913058,-2.709953675549796,0.296491876406908,0.2175030939474387,15.810700010216962,True
1.1500003357664226,1.9916181224917446,-1.6337312032766427,-0.21125264650687003,0.7626838887796179,56.78784136764558,False
1.1666670072992693,2.6223912993087595,-2.7680328469663102,0.19956803997410166,0.20608280401383672,14.921497381494646,False
1.183333678832116,1.0935311903339051,-0.015954704825400512,-0.7198387044626047,1.7304526858647569,136.755055216925,False
1.2000003503649628,1.2765358890205603,-0.3487640685849751,-0.6934045347341626,1.6584483138987385,129.25530470988429,True
1.2166670218978095,1.4625740329073333,-0.6871543475341912,-0.6651075940899974,1.5824165858199428,121.64220250432103,True
1.2333336934306562,1.6508781480862078,-1.0296779503608988,-0.6347935305202453,1.5019822214431773,113.91866280433028,True
1.250000364963503,1.8402258244952066,-1.3740515667131952,-0.6022614494725392,1.416682753275944,106.08283257384193,True
1.2666670364963497,2.028939597870721,-1.717146105045403,-0.5672740046876156,1.326007182139955,98.12644272070236,True
1.2833337080291964,2.215001740627945,-2.0551836547156324,-0.5295821763985069,1.2294663457018289,90.0339574284036,True
1.300000379562043,2.3962801323660905,-2.3841385829751935,-0.48896105853597926,1.1266796841133835,81.78318374799974,True
1.3166670510948897,2.570767916797279,-2.7001712300833294,-0.4452426091966204,1.017439907991843,73.34821802316462,True
1.3333337226277364,2.5764722367075086,-2.707764480663048,-0.35977202909441885,0.9059595848809928,65.3554901905167,True
1.3500003941605832,2.5772847521776656,-2.7063907541782086,-0.28111576061407095,0.7791228369566965,56.24474891789913,True
1.3666670656934299,2.5761457075567913,-2.7001339631472625,-0.20374851497166058,0.6492901012774259,46.91133038639778,True
1.3833337372262766,2.576372649809563,-2.6948844225051047,-0.1281431850950394,0.5169443612095849,37.38141102741511,True
1.4000004087591233,2.576089079051155,-2.6870719941255583,-0.052485647819397796,0.3849782223313174,27.866571825209224,True
1.4166670802919699,2.5739804349795516,-2.674333668739756,0.020206664489575643,0.2470646948307123,17.903873738241153,True
1.4333337518248166,2.5763808303971385,-2.668010672295674,0.0923390573135412,0.11002780745794291,7.982805868689328,True
1.4500004233576633,2.57555189374824,-2.6536330429001342,0.15854056469560596,0.039263674293347595,2.8488530834351176,True
1.46666709489051,2.573970818195683,-2.635915331732475,0.22629520999194075,0.18494287497770134,13.444887232085915,True
1.4833337664233568,2.5767014350652415,-2.601419643123865,0.21941474075862388,0.1917107505484301,13.953012703008483,True
1.5000004379562035,2.5736462893351963,-2.588353675909712,0.2045988044382534,0.19191200848567508,13.969608854539027,True
1.5166671094890503,2.569086264189346,-2.5806200816252574,0.18949170137970472,0.19231448771991358,13.997695559111492,True
1.533333781021897,2.4360378390067523,-2.3159359260782733,0.18710327554580164,0.20176620224370923,14.786263318089738,True
1.5500004525547437,2.5636686605346335,-2.540567068674969,0.16341851438982324,0.17933686060402143,13.06481104786802,True
1.5666671240875902,2.177101077337553,-1.8259518813664872,0.17904298167822252,0.20293956174543606,15.092605585409,False
1.583333795620437,2.581865184335506,-2.4886297479036266,-0.09961219341630667,0.6099909519006306,44.34632994485544,False
1.6000004671532837,1.6741637821051825,-0.8425685587092069,0.17532373886770403,0.25581585537818663,19.73426647362777,False
1.6166671386861304,2.565204564635453,-2.4420861112480132,0.06362242876394875,0.1886327374374797,13.768635556089068,False
1.6333338102189772,-0.05756999683073438,2.3060971996386046,0.22853354564314787,0.5216011708674477,46.189487916366765,False
1.650000481751824,0.09662750458538438,2.0233363805460813,0.2031250133902246,0.4759203003368252,41.58741978764793,True
1.6666671532846706,0.2571643386595053,1.744294442524617,0.18652124141183934,0.4462607702298009,38.50090939135268,True
1.6833338248175171,0.42415887260632257,1.4692504158812616,0.18093561327296548,0.43698618760919494,37.24209512953061,True
1.7000004963503639,0.5922477237305004,1.1867944481622708,0.17516143053168842,0.4280848563672883,36.03005100189672,True
1.7166671678832106,0.7616199861537547,0.8958708696209463,0.1675530868608479,0.41637343690954165,34.59655503521487,True
1.7333338394160573,0.9391998235914087,0.6108457405733132,0.1606346799481443,0.40397733571263583,33.15006788479228,True
1.750000510948904,1.1039760100883829,0.28190393892225707,0.12431334724518672,0.34051766384860227,27.528812565722617,True
